"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","69","Policy is accepted DataExchangeGovernance use case","","Mon Aug 18 03:59:37 GMT 2025","passed","Mon Aug 18 03:59:37 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","2074","transferFile_s3ToAzureMultipleFiles_whenConsumerDefinesBloblName_success(Vault)","","Mon Aug 18 04:00:33 GMT 2025","passed","Mon Aug 18 04:00:35 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_s3ToAzureMultipleFiles_whenConsumerDefinesBloblName_success"
"","6057","httpPushDataTransfer()","","Mon Aug 18 04:01:19 GMT 2025","passed","Mon Aug 18 04:01:25 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest","httpPushDataTransfer"
"","1477","Contract policy is NOT fulfilled Dismantler allowedBrands (IN, but not subset)","","Mon Aug 18 04:01:24 GMT 2025","passed","Mon Aug 18 04:01:26 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_whenContractPolicyNotFulfilled"
"","6631","transferData_privateBackend()","","Mon Aug 18 04:02:24 GMT 2025","passed","Mon Aug 18 04:02:31 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_privateBackend"
"","48","Policy is accepted Dismantler allowedBrands (EQ, exact match)","","Mon Aug 18 03:59:37 GMT 2025","passed","Mon Aug 18 03:59:37 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","1193","The sign key of the authentication token is different from the public key from the DID","","Mon Aug 18 03:59:29 GMT 2025","passed","Mon Aug 18 03:59:30 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_spoofedAuthToken"
"","35","Policy is accepted PCF Use Case (new notation)","","Mon Aug 18 03:59:36 GMT 2025","passed","Mon Aug 18 03:59:36 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidValidPolicyDefinitions"
"","8607","transferData_privateBackend()","","Mon Aug 18 04:00:25 GMT 2025","passed","Mon Aug 18 04:00:34 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest","transferData_privateBackend"
"","24468","transferFile_largeFile(long, Vault) File size bytes: 1073741824","","Mon Aug 18 03:59:48 GMT 2025","passed","Mon Aug 18 04:00:12 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFile_largeFile"
"","1212","Refresh token is null or empty (missing) [2] ","","Mon Aug 18 03:59:25 GMT 2025","passed","Mon Aug 18 03:59:26 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidRefreshToken"
"","32","Policy is accepted Dismantler allowedBrands (IS_NONE_OF, no intersect)","","Mon Aug 18 03:59:36 GMT 2025","passed","Mon Aug 18 03:59:36 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidValidPolicyDefinitions"
"","15267","transferData_withTerminate()","","Mon Aug 18 04:00:38 GMT 2025","passed","Mon Aug 18 04:00:53 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest","transferData_withTerminate"
"","3334","transferData_privateBackend_withConsumerDataPlane()","","Mon Aug 18 04:02:31 GMT 2025","passed","Mon Aug 18 04:02:34 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_privateBackend_withConsumerDataPlane"
"","2041","transferFile_s3ToAzureMultipleFiles(Vault)","","Mon Aug 18 04:00:39 GMT 2025","passed","Mon Aug 18 04:00:41 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_s3ToAzureMultipleFiles"
"","25","Policy is accepted Contract reference","","Mon Aug 18 03:59:36 GMT 2025","passed","Mon Aug 18 03:59:36 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidValidPolicyDefinitions"
"","12762","shouldTerminateTransfer_whenPolicyExpires()","","Mon Aug 18 03:59:57 GMT 2025","passed","Mon Aug 18 04:00:10 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyMonitorEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyMonitorEndToEndTest","shouldTerminateTransfer_whenPolicyExpires"
"","186","Multiple ContractDefinitions exist for one Asset","","Mon Aug 18 04:00:20 GMT 2025","passed","Mon Aug 18 04:00:21 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_multipleOffersForAsset"
